animal,energie,faim,nourriture,predateurs,pret_reproduction,partenaire_proche,action,time,id_unique
lapin,48.99176228806776,92.53999999999989,0,0,0,0,explorer,28,lapin_28
lapin,37.99297728806776,87.53999999999989,0,0,0,0,explorer,28,lapin_28
lion,82.75119228806776,76.53999999999989,0,0,0,0,chasser,28,lion_28
ours,59.5422122880678,90.53999999999989,0,0,0,0,chasser,28,ours_28
ours,85.57866228806786,72.53999999999989,0,0,0,0,chasser,28,ours_28
lion,82.79979228806783,71.53999999999989,0,0,0,0,chasser,28,lion_28
lion,98.79614728806783,77.53999999999989,0,0,0,0,chasser,28,lion_28
ours,74.27005228806775,77.53999999999989,0,0,0,0,chasser,28,ours_28
lion,74.7827822880678,76.53999999999989,0,0,0,0,chasser,28,lion_28
lion,77.69287228806766,52.540000000000084,0,0,0,0,chasser,28,lion_28
lion,99.74633228806775,79.53999999999989,0,0,0,0,chasser,28,lion_28
lion,85.69165728806766,76.53999999999989,0,0,0,0,chasser,28,lion_28
lapin,50.99176228806776,74.53999999999989,0,0,0,0,explorer,28,lapin_28
lion,75.70259228806768,54.540000000000084,0,0,0,0,chasser,28,lion_28
ours,67.59810228806789,90.53999999999989,0,0,0,0,chasser,28,ours_28
lapin,39.99176228806776,80.53999999999989,0,0,0,0,explorer,28,lapin_28
lion,85.73782728806773,70.53999999999989,0,0,0,0,chasser,28,lion_28
lion,70.79007228806782,58.540000000000084,0,0,0,0,chasser,28,lion_28
lion,74.70502228806768,76.53999999999989,0,0,0,0,chasser,28,lion_28
ours,64.67343228806763,78.53999999999989,0,0,0,0,chasser,28,ours_28
ours,66.83381228806789,84.53999999999989,0,0,0,0,chasser,28,ours_28
lapin,47.99176228806776,71.53999999999989,0,0,0,0,explorer,28,lapin_28
ours,80.79736228806783,89.53999999999989,0,0,0,0,chasser,28,ours_28
lapin,54.994192288067765,80.53999999999989,0,0,0,0,explorer,28,lapin_28
ours,59.731752288067725,62.540000000000084,0,0,0,0,chasser,28,ours_28
lapin,38.99542349337098,97.29999999999994,0,0,0,0,explorer,16,lapin_16
lapin,34.99609849337098,90.29999999999994,0,0,0,0,explorer,16,lapin_16
ours,77.62822349337102,73.29999999999994,0,0,0,0,chasser,16,ours_16
lapin,35.99609849337098,73.29999999999994,0,0,0,0,explorer,16,lapin_16
ours,82.74972349337101,89.29999999999994,0,0,0,0,chasser,16,ours_16
ours,85.80034849337088,67.29999999999994,0,0,0,0,chasser,16,ours_16
lapin,52.99609849337098,100.0,0,0,0,0,explorer,16,lapin_16
lion,98.89552349337103,77.29999999999994,0,0,0,0,chasser,16,lion_16
ours,64.65387349337107,64.29999999999994,0,0,0,0,chasser,16,ours_16
lapin,56.99542349337098,98.29999999999994,0,0,0,0,explorer,16,lapin_16
lapin,58.99609849337098,73.29999999999994,0,0,0,0,explorer,16,lapin_16
lion,69.89214849337102,76.29999999999994,0,0,0,0,chasser,16,lion_16
lapin,46.99542349337098,87.29999999999994,0,0,0,0,explorer,16,lapin_16
lapin,32.99677349337098,78.29999999999994,0,0,0,0,explorer,16,lapin_16
lion,85.877298493371,56.30000000000005,0,0,0,0,chasser,16,lion_16
lapin,34.99542349337098,73.29999999999994,0,0,0,0,explorer,16,lapin_16
lion,71.89012349337102,74.29999999999994,0,0,0,0,chasser,16,lion_16
lapin,42.99609849337098,99.29999999999994,0,0,0,0,explorer,16,lapin_16
ours,60.60729849337099,66.29999999999994,0,0,0,0,chasser,16,ours_16
ours,88.65319849337106,81.29999999999994,0,0,0,0,chasser,16,ours_16
lapin,40.99609849337098,93.29999999999994,0,0,0,0,explorer,16,lapin_16
lapin,56.99609849337098,74.29999999999994,0,0,0,0,explorer,16,lapin_16
ours,75.86852349337099,75.29999999999994,0,0,0,0,chasser,16,ours_16
lion,74.88607349337101,75.29999999999994,0,0,0,0,chasser,16,lion_16
lion,90.85839849337097,50.30000000000005,0,0,0,0,explorer,16,lion_16
lapin,53.99609849337098,76.29999999999994,0,0,0,0,explorer,16,lapin_16
ours,63.811823493371,72.29999999999994,0,0,0,0,chasser,16,ours_16
lion,84.89079849337102,73.29999999999994,0,0,0,0,chasser,16,lion_16
lapin,56.99542349337098,72.29999999999994,0,0,0,0,explorer,16,lapin_16
lapin,32.99677349337098,70.29999999999994,0,0,0,0,explorer,16,lapin_16
lion,89.69283718762574,76.55999999999989,0,0,0,0,chasser,29,lion_29
lion,91.78355718762589,63.56000000000009,0,0,0,0,chasser,29,lion_29
lion,83.70795718762577,51.56000000000009,0,0,0,0,chasser,29,lion_29
lion,96.7948971876259,65.55999999999989,0,0,0,0,chasser,29,lion_29
lion,69.7911171876259,52.56000000000009,0,0,0,0,chasser,29,lion_29
lapin,48.99145718762583,92.55999999999989,0,0,0,0,explorer,29,lapin_29
lapin,37.99271718762583,87.55999999999989,0,0,0,0,explorer,29,lapin_29
lion,82.74197718762582,76.55999999999989,0,0,0,0,chasser,29,lion_29
ours,59.52525718762587,90.55999999999989,0,0,0,0,chasser,29,ours_29
ours,85.56305718762593,72.55999999999989,0,0,0,0,chasser,29,ours_29
lion,82.7923771876259,71.55999999999989,0,0,0,0,chasser,29,lion_29
lion,98.7885971876259,77.55999999999989,0,0,0,0,chasser,29,lion_29
ours,74.24301718762581,77.55999999999989,0,0,0,0,chasser,29,ours_29
lion,74.77473718762587,76.55999999999989,0,0,0,0,chasser,29,lion_29
lion,77.68149718762572,52.56000000000009,0,0,0,0,chasser,29,lion_29
lion,99.73693718762581,79.55999999999989,0,0,0,0,chasser,29,lion_29
lion,85.68023718762572,76.55999999999989,0,0,0,0,chasser,29,lion_29
lapin,50.99145718762583,74.55999999999989,0,0,0,0,explorer,29,lapin_29
lion,75.69157718762574,54.56000000000009,0,0,0,0,chasser,29,lion_29
ours,67.58321718762596,90.55999999999989,0,0,0,0,chasser,29,ours_29
lapin,39.99145718762583,80.55999999999989,0,0,0,0,explorer,29,lapin_29
lion,85.7281171876258,70.55999999999989,0,0,0,0,chasser,29,lion_29
lion,70.78229718762589,58.56000000000009,0,0,0,0,chasser,29,lion_29
lion,74.69409718762574,76.55999999999989,0,0,0,0,chasser,29,lion_29
ours,64.66133718762569,78.55999999999989,0,0,0,0,chasser,29,ours_29
ours,66.82765718762596,84.55999999999989,0,0,0,0,chasser,29,ours_29
lapin,47.99145718762583,71.55999999999989,0,0,0,0,explorer,29,lapin_29
ours,80.7898571876259,89.55999999999989,0,0,0,0,chasser,29,ours_29
lapin,54.99397718762583,80.55999999999989,0,0,0,0,explorer,29,lapin_29
ours,59.72181718762579,62.56000000000009,0,0,0,0,chasser,29,ours_29
lapin,38.995118392929044,97.31999999999994,0,0,0,0,explorer,17,lapin_17
lapin,34.995838392929045,90.31999999999994,0,0,0,0,explorer,17,lapin_17
ours,77.60343839292909,73.31999999999994,0,0,0,0,chasser,17,ours_17
lapin,35.995838392929045,73.31999999999994,0,0,0,0,explorer,17,lapin_17
ours,82.73303839292907,89.31999999999994,0,0,0,0,chasser,17,ours_17
ours,85.78703839292893,67.31999999999994,0,0,0,0,chasser,17,ours_17
lapin,52.995838392929045,100.0,0,0,0,0,explorer,17,lapin_17
lion,98.8885583929291,77.31999999999994,0,0,0,0,chasser,17,lion_17
ours,64.63079839292914,64.31999999999994,0,0,0,0,chasser,17,ours_17
lapin,56.995118392929044,98.31999999999994,0,0,0,0,explorer,17,lapin_17
lapin,58.995838392929045,73.31999999999994,0,0,0,0,explorer,17,lapin_17
lion,69.8849583929291,76.31999999999994,0,0,0,0,chasser,17,lion_17
lapin,46.995118392929044,87.31999999999994,0,0,0,0,explorer,17,lapin_17
lapin,32.996558392929046,78.31999999999994,0,0,0,0,explorer,17,lapin_17
lion,85.86911839292907,56.32000000000005,0,0,0,0,chasser,17,lion_17
lapin,34.995118392929044,73.31999999999994,0,0,0,0,explorer,17,lapin_17
lion,71.88279839292909,74.31999999999994,0,0,0,0,chasser,17,lion_17
lapin,42.995838392929045,99.31999999999994,0,0,0,0,explorer,17,lapin_17
ours,60.581118392929056,66.31999999999994,0,0,0,0,chasser,17,ours_17
ours,88.63007839292914,81.31999999999994,0,0,0,0,chasser,17,ours_17
lapin,40.995838392929045,93.31999999999994,0,0,0,0,explorer,17,lapin_17
lapin,56.995838392929045,74.31999999999994,0,0,0,0,explorer,17,lapin_17
ours,75.85975839292905,75.31999999999994,0,0,0,0,chasser,17,ours_17
lion,74.87847839292908,75.31999999999994,0,0,0,0,chasser,17,lion_17
lion,90.84895839292903,50.32000000000005,0,0,0,0,explorer,17,lion_17
lapin,53.995838392929045,76.31999999999994,0,0,0,0,explorer,17,lapin_17
ours,63.79927839292907,72.31999999999994,0,0,0,0,chasser,17,ours_17
lion,84.88351839292909,73.31999999999994,0,0,0,0,chasser,17,lion_17
lapin,56.995118392929044,72.31999999999994,0,0,0,0,explorer,17,lapin_17
lapin,32.996558392929046,70.31999999999994,0,0,0,0,explorer,17,lapin_17
lion,89.6818670871838,76.57999999999988,0,0,0,0,chasser,30,lion_30
lion,91.77582708718396,63.58000000000009,0,0,0,0,chasser,30,lion_30
lion,83.69752708718383,51.58000000000009,0,0,0,0,chasser,30,lion_30
lion,96.78757208718397,65.57999999999988,0,0,0,0,chasser,30,lion_30
lion,69.78365708718397,52.58000000000009,0,0,0,0,chasser,30,lion_30
lapin,48.99115208718389,92.57999999999988,0,0,0,0,explorer,30,lapin_30
lapin,37.992457087183894,87.57999999999988,0,0,0,0,explorer,30,lapin_30
lion,82.73276208718389,76.57999999999988,0,0,0,0,chasser,30,lion_30
ours,59.508302087183935,90.57999999999988,0,0,0,0,chasser,30,ours_30
ours,85.547452087184,72.57999999999988,0,0,0,0,chasser,30,ours_30
lion,82.78496208718397,71.57999999999988,0,0,0,0,chasser,30,lion_30
lion,98.78104708718396,77.57999999999988,0,0,0,0,chasser,30,lion_30
ours,74.21598208718387,77.57999999999988,0,0,0,0,chasser,30,ours_30
lion,74.76669208718394,76.57999999999988,0,0,0,0,chasser,30,lion_30
lion,77.67012208718378,52.58000000000009,0,0,0,0,chasser,30,lion_30
lion,99.72754208718388,79.57999999999988,0,0,0,0,chasser,30,lion_30
lion,85.66881708718378,76.57999999999988,0,0,0,0,chasser,30,lion_30
lapin,50.99115208718389,74.57999999999988,0,0,0,0,explorer,30,lapin_30
lion,75.6805620871838,54.58000000000009,0,0,0,0,chasser,30,lion_30
ours,67.56833208718403,90.57999999999988,0,0,0,0,chasser,30,ours_30
lapin,39.99115208718389,80.57999999999988,0,0,0,0,explorer,30,lapin_30
lion,85.71840708718386,70.57999999999988,0,0,0,0,chasser,30,lion_30
lion,70.77452208718395,58.58000000000009,0,0,0,0,chasser,30,lion_30
lion,74.6831720871838,76.57999999999988,0,0,0,0,chasser,30,lion_30
ours,64.64924208718375,78.57999999999988,0,0,0,0,chasser,30,ours_30
ours,66.82150208718403,84.57999999999988,0,0,0,0,chasser,30,ours_30
lapin,47.99115208718389,71.57999999999988,0,0,0,0,explorer,30,lapin_30
ours,80.78235208718397,89.57999999999988,0,0,0,0,chasser,30,ours_30
lapin,54.993762087183896,80.57999999999988,0,0,0,0,explorer,30,lapin_30
ours,59.71188208718385,62.58000000000009,0,0,0,0,chasser,30,ours_30
lapin,38.99481329248711,97.33999999999993,0,0,0,0,explorer,18,lapin_18
lapin,34.99557829248711,90.33999999999993,0,0,0,0,explorer,18,lapin_18
ours,77.57865329248716,73.33999999999993,0,0,0,0,chasser,18,ours_18
lapin,35.99557829248711,73.33999999999993,0,0,0,0,explorer,18,lapin_18
ours,82.71635329248714,89.33999999999993,0,0,0,0,chasser,18,ours_18
ours,85.773728292487,67.33999999999993,0,0,0,0,chasser,18,ours_18
lapin,52.99557829248711,100.0,0,0,0,0,explorer,18,lapin_18
lion,98.88159329248717,77.33999999999993,0,0,0,0,chasser,18,lion_18
ours,64.60772329248721,64.33999999999993,0,0,0,0,chasser,18,ours_18
lapin,56.99481329248711,98.33999999999993,0,0,0,0,explorer,18,lapin_18
lapin,58.99557829248711,73.33999999999993,0,0,0,0,explorer,18,lapin_18
lion,69.87776829248716,76.33999999999993,0,0,0,0,chasser,18,lion_18
lapin,46.99481329248711,87.33999999999993,0,0,0,0,explorer,18,lapin_18
lapin,32.99634329248711,78.33999999999993,0,0,0,0,explorer,18,lapin_18
lion,85.86093829248713,56.34000000000005,0,0,0,0,chasser,18,lion_18
lapin,34.99481329248711,73.33999999999993,0,0,0,0,explorer,18,lapin_18
lion,71.87547329248716,74.33999999999993,0,0,0,0,chasser,18,lion_18
lapin,42.99557829248711,99.33999999999993,0,0,0,0,explorer,18,lapin_18
ours,60.55493829248712,66.33999999999993,0,0,0,0,chasser,18,ours_18
ours,88.6069582924872,81.33999999999993,0,0,0,0,chasser,18,ours_18
lapin,40.99557829248711,93.33999999999993,0,0,0,0,explorer,18,lapin_18
lapin,56.99557829248711,74.33999999999993,0,0,0,0,explorer,18,lapin_18
ours,75.85099329248712,75.33999999999993,0,0,0,0,chasser,18,ours_18
lion,74.87088329248715,75.33999999999993,0,0,0,0,chasser,18,lion_18
lion,90.8395182924871,50.34000000000005,0,0,0,0,explorer,18,lion_18
lapin,53.99557829248711,76.33999999999993,0,0,0,0,explorer,18,lapin_18
ours,63.786733292487135,72.33999999999993,0,0,0,0,chasser,18,ours_18
lion,84.87623829248716,73.33999999999993,0,0,0,0,chasser,18,lion_18
lapin,56.99481329248711,72.33999999999993,0,0,0,0,explorer,18,lapin_18
lapin,32.99634329248711,70.33999999999993,0,0,0,0,explorer,18,lapin_18
lion,89.67089698674187,76.59999999999988,0,0,0,0,chasser,31,lion_31
lion,91.76809698674202,63.600000000000094,0,0,0,0,chasser,31,lion_31
lion,83.68709698674189,51.600000000000094,0,0,0,0,chasser,31,lion_31
lion,96.78024698674204,65.59999999999988,0,0,0,0,chasser,31,lion_31
lion,69.77619698674204,52.600000000000094,0,0,0,0,chasser,31,lion_31
lapin,48.99084698674196,92.59999999999988,0,0,0,0,explorer,31,lapin_31
lapin,37.99219698674196,87.59999999999988,0,0,0,0,explorer,31,lapin_31
lion,82.72354698674195,76.59999999999988,0,0,0,0,chasser,31,lion_31
ours,59.491346986742,90.59999999999988,0,0,0,0,chasser,31,ours_31
ours,85.53184698674207,72.59999999999988,0,0,0,0,chasser,31,ours_31
lion,82.77754698674204,71.59999999999988,0,0,0,0,chasser,31,lion_31
lion,98.77349698674203,77.59999999999988,0,0,0,0,chasser,31,lion_31
ours,74.18894698674194,77.59999999999988,0,0,0,0,chasser,31,ours_31
lion,74.75864698674201,76.59999999999988,0,0,0,0,chasser,31,lion_31
lion,77.65874698674185,52.600000000000094,0,0,0,0,chasser,31,lion_31
lion,99.71814698674194,79.59999999999988,0,0,0,0,chasser,31,lion_31
lion,85.65739698674184,76.59999999999988,0,0,0,0,chasser,31,lion_31
lapin,50.99084698674196,74.59999999999988,0,0,0,0,explorer,31,lapin_31
lion,75.66954698674186,54.600000000000094,0,0,0,0,chasser,31,lion_31
ours,67.5534469867421,90.59999999999988,0,0,0,0,chasser,31,ours_31
lapin,39.99084698674196,80.59999999999988,0,0,0,0,explorer,31,lapin_31
lion,85.70869698674193,70.59999999999988,0,0,0,0,chasser,31,lion_31
lion,70.76674698674202,58.600000000000094,0,0,0,0,chasser,31,lion_31
lion,74.67224698674187,76.59999999999988,0,0,0,0,chasser,31,lion_31
ours,64.63714698674181,78.59999999999988,0,0,0,0,chasser,31,ours_31
ours,66.8153469867421,84.59999999999988,0,0,0,0,chasser,31,ours_31
lapin,47.99084698674196,71.59999999999988,0,0,0,0,explorer,31,lapin_31
ours,80.77484698674203,89.59999999999988,0,0,0,0,chasser,31,ours_31
lapin,54.99354698674196,80.59999999999988,0,0,0,0,explorer,31,lapin_31
ours,59.701946986741916,62.600000000000094,0,0,0,0,chasser,31,ours_31
lapin,38.994508192045174,97.35999999999993,0,0,0,0,explorer,19,lapin_19
lapin,34.995318192045175,90.35999999999993,0,0,0,0,explorer,19,lapin_19
ours,77.55386819204523,73.35999999999993,0,0,0,0,chasser,19,ours_19
lapin,35.995318192045175,73.35999999999993,0,0,0,0,explorer,19,lapin_19
ours,82.69966819204521,89.35999999999993,0,0,0,0,chasser,19,ours_19
ours,85.76041819204505,67.35999999999993,0,0,0,0,chasser,19,ours_19
lapin,52.995318192045175,100.0,0,0,0,0,explorer,19,lapin_19
lion,98.87462819204524,77.35999999999993,0,0,0,0,chasser,19,lion_19
ours,64.58464819204528,64.35999999999993,0,0,0,0,chasser,19,ours_19
lapin,56.994508192045174,98.35999999999993,0,0,0,0,explorer,19,lapin_19
lapin,58.995318192045175,73.35999999999993,0,0,0,0,explorer,19,lapin_19
lion,69.87057819204523,76.35999999999993,0,0,0,0,chasser,19,lion_19
lapin,46.994508192045174,87.35999999999993,0,0,0,0,explorer,19,lapin_19
lapin,32.99612819204518,78.35999999999993,0,0,0,0,explorer,19,lapin_19
lion,85.8527581920452,56.360000000000056,0,0,0,0,chasser,19,lion_19
lapin,34.994508192045174,73.35999999999993,0,0,0,0,explorer,19,lapin_19
lion,71.86814819204523,74.35999999999993,0,0,0,0,chasser,19,lion_19
lapin,42.995318192045175,99.35999999999993,0,0,0,0,explorer,19,lapin_19
ours,60.52875819204519,66.35999999999993,0,0,0,0,chasser,19,ours_19
ours,88.58383819204528,81.35999999999993,0,0,0,0,chasser,19,ours_19
lapin,40.995318192045175,93.35999999999993,0,0,0,0,explorer,19,lapin_19
lapin,56.995318192045175,74.35999999999993,0,0,0,0,explorer,19,lapin_19
ours,75.84222819204518,75.35999999999993,0,0,0,0,chasser,19,ours_19
lion,74.86328819204522,75.35999999999993,0,0,0,0,chasser,19,lion_19
lion,90.83007819204516,50.360000000000056,0,0,0,0,explorer,19,lion_19
lapin,53.995318192045175,76.35999999999993,0,0,0,0,explorer,19,lapin_19
ours,63.7741881920452,72.35999999999993,0,0,0,0,chasser,19,ours_19
lion,84.86895819204523,73.35999999999993,0,0,0,0,chasser,19,lion_19
lapin,56.994508192045174,72.35999999999993,0,0,0,0,explorer,19,lapin_19
lapin,32.99612819204518,70.35999999999993,0,0,0,0,explorer,19,lapin_19
lion,89.65992688629993,76.61999999999988,0,0,0,0,chasser,32,lion_32
lion,91.76036688630009,63.6200000000001,0,0,0,0,chasser,32,lion_32
lion,83.67666688629996,51.6200000000001,0,0,0,0,chasser,32,lion_32
lion,96.77292188630011,65.61999999999988,0,0,0,0,chasser,32,lion_32
lion,69.7687368863001,52.6200000000001,0,0,0,0,chasser,32,lion_32
lapin,48.99054188630002,92.61999999999988,0,0,0,0,explorer,32,lapin_32
lapin,37.991936886300024,87.61999999999988,0,0,0,0,explorer,32,lapin_32
lion,82.71433188630002,76.61999999999988,0,0,0,0,chasser,32,lion_32
ours,59.47439188630007,90.61999999999988,0,0,0,0,chasser,32,ours_32
ours,85.51624188630014,72.61999999999988,0,0,0,0,chasser,32,ours_32
lion,82.7701318863001,71.61999999999988,0,0,0,0,chasser,32,lion_32
lion,98.7659468863001,77.61999999999988,0,0,0,0,chasser,32,lion_32
ours,74.1619118863,77.61999999999988,0,0,0,0,chasser,32,ours_32
lion,74.75060188630007,76.61999999999988,0,0,0,0,chasser,32,lion_32
lion,77.64737188629991,52.6200000000001,0,0,0,0,chasser,32,lion_32
lion,99.7087518863,79.61999999999988,0,0,0,0,chasser,32,lion_32
lion,85.6459768862999,76.61999999999988,0,0,0,0,chasser,32,lion_32
lapin,50.99054188630002,74.61999999999988,0,0,0,0,explorer,32,lapin_32
lion,75.65853188629993,54.6200000000001,0,0,0,0,chasser,32,lion_32
ours,67.53856188630017,90.61999999999988,0,0,0,0,chasser,32,ours_32
lapin,39.99054188630002,80.61999999999988,0,0,0,0,explorer,32,lapin_32
lion,85.69898688629999,70.61999999999988,0,0,0,0,chasser,32,lion_32
lion,70.75897188630009,58.6200000000001,0,0,0,0,chasser,32,lion_32
lion,74.66132188629993,76.61999999999988,0,0,0,0,chasser,32,lion_32
ours,64.62505188629987,78.61999999999988,0,0,0,0,chasser,32,ours_32
ours,66.80919188630017,84.61999999999988,0,0,0,0,chasser,32,ours_32
lapin,47.99054188630002,71.61999999999988,0,0,0,0,explorer,32,lapin_32
ours,80.7673418863001,89.61999999999988,0,0,0,0,chasser,32,ours_32
lapin,54.99333188630003,80.61999999999988,0,0,0,0,explorer,32,lapin_32
ours,59.69201188629998,62.6200000000001,0,0,0,0,chasser,32,ours_32
lapin,38.99420309160324,97.37999999999992,0,0,0,0,explorer,20,lapin_20
lapin,34.99505809160324,90.37999999999992,0,0,0,0,explorer,20,lapin_20
ours,77.5290830916033,73.37999999999992,0,0,0,0,chasser,20,ours_20
lapin,35.99505809160324,73.37999999999992,0,0,0,0,explorer,20,lapin_20
ours,82.68298309160328,89.37999999999992,0,0,0,0,chasser,20,ours_20
ours,85.74710809160311,67.37999999999992,0,0,0,0,chasser,20,ours_20
lapin,52.99505809160324,100.0,0,0,0,0,explorer,20,lapin_20
lion,98.8676630916033,77.37999999999992,0,0,0,0,chasser,20,lion_20
ours,64.56157309160335,64.37999999999992,0,0,0,0,chasser,20,ours_20
lapin,56.99420309160324,98.37999999999992,0,0,0,0,explorer,20,lapin_20
lapin,58.99505809160324,73.37999999999992,0,0,0,0,explorer,20,lapin_20
lion,69.8633880916033,76.37999999999992,0,0,0,0,chasser,20,lion_20
lapin,46.99420309160324,87.37999999999992,0,0,0,0,explorer,20,lapin_20
lapin,32.99591309160324,78.37999999999992,0,0,0,0,explorer,20,lapin_20
lion,85.84457809160327,56.38000000000006,0,0,0,0,chasser,20,lion_20
lapin,34.99420309160324,73.37999999999992,0,0,0,0,explorer,20,lapin_20
lion,71.8608230916033,74.37999999999992,0,0,0,0,chasser,20,lion_20
lapin,42.99505809160324,99.37999999999992,0,0,0,0,explorer,20,lapin_20
ours,60.502578091603255,66.37999999999992,0,0,0,0,chasser,20,ours_20
ours,88.56071809160335,81.37999999999992,0,0,0,0,chasser,20,ours_20
lapin,40.99505809160324,93.37999999999992,0,0,0,0,explorer,20,lapin_20
lapin,56.99505809160324,74.37999999999992,0,0,0,0,explorer,20,lapin_20
ours,75.83346309160325,75.37999999999992,0,0,0,0,chasser,20,ours_20
lion,74.85569309160329,75.37999999999992,0,0,0,0,chasser,20,lion_20
lion,90.82063809160323,50.38000000000006,0,0,0,0,explorer,20,lion_20
lapin,53.99505809160324,76.37999999999992,0,0,0,0,explorer,20,lapin_20
ours,63.76164309160327,72.37999999999992,0,0,0,0,chasser,20,ours_20
lion,84.8616780916033,73.37999999999992,0,0,0,0,chasser,20,lion_20
lapin,56.99420309160324,72.37999999999992,0,0,0,0,explorer,20,lapin_20
lapin,32.99591309160324,70.37999999999992,0,0,0,0,explorer,20,lapin_20
lion,89.64895678585799,76.63999999999987,0,0,0,0,chasser,33,lion_33
lion,91.75263678585816,63.6400000000001,0,0,0,0,chasser,33,lion_33
lion,83.66623678585802,51.6400000000001,0,0,0,0,chasser,33,lion_33
lion,96.76559678585818,65.63999999999987,0,0,0,0,chasser,33,lion_33
lion,69.76127678585817,52.6400000000001,0,0,0,0,chasser,33,lion_33
lapin,48.99023678585809,92.63999999999987,0,0,0,0,explorer,33,lapin_33
lapin,37.99167678585809,87.63999999999987,0,0,0,0,explorer,33,lapin_33
lion,82.70511678585808,76.63999999999987,0,0,0,0,chasser,33,lion_33
ours,59.457436785858135,90.63999999999987,0,0,0,0,chasser,33,ours_33
ours,85.5006367858582,72.63999999999987,0,0,0,0,chasser,33,ours_33
lion,82.76271678585817,71.63999999999987,0,0,0,0,chasser,33,lion_33
lion,98.75839678585817,77.63999999999987,0,0,0,0,chasser,33,lion_33
ours,74.13487678585807,77.63999999999987,0,0,0,0,chasser,33,ours_33
lion,74.74255678585814,76.63999999999987,0,0,0,0,chasser,33,lion_33
lion,77.63599678585797,52.6400000000001,0,0,0,0,chasser,33,lion_33
lion,99.69935678585807,79.63999999999987,0,0,0,0,chasser,33,lion_33
lion,85.63455678585797,76.63999999999987,0,0,0,0,chasser,33,lion_33
lapin,50.99023678585809,74.63999999999987,0,0,0,0,explorer,33,lapin_33
lion,75.64751678585799,54.6400000000001,0,0,0,0,chasser,33,lion_33
ours,67.52367678585824,90.63999999999987,0,0,0,0,chasser,33,ours_33
lapin,39.99023678585809,80.63999999999987,0,0,0,0,explorer,33,lapin_33
lion,85.68927678585806,70.63999999999987,0,0,0,0,chasser,33,lion_33
lion,70.75119678585816,58.6400000000001,0,0,0,0,chasser,33,lion_33
lion,74.65039678585799,76.63999999999987,0,0,0,0,chasser,33,lion_33
ours,64.61295678585793,78.63999999999987,0,0,0,0,chasser,33,ours_33
ours,66.80303678585824,84.63999999999987,0,0,0,0,chasser,33,ours_33
lapin,47.99023678585809,71.63999999999987,0,0,0,0,explorer,33,lapin_33
ours,80.75983678585817,89.63999999999987,0,0,0,0,chasser,33,ours_33
lapin,54.99311678585809,80.63999999999987,0,0,0,0,explorer,33,lapin_33
ours,59.682076785858044,62.6400000000001,0,0,0,0,chasser,33,ours_33
lapin,38.993897991161305,97.39999999999992,0,0,0,0,explorer,21,lapin_21
lapin,34.994797991161306,90.39999999999992,0,0,0,0,explorer,21,lapin_21
ours,77.50429799116137,73.39999999999992,0,0,0,0,chasser,21,ours_21
lapin,35.994797991161306,73.39999999999992,0,0,0,0,explorer,21,lapin_21
ours,82.66629799116134,89.39999999999992,0,0,0,0,chasser,21,ours_21
ours,85.73379799116117,67.39999999999992,0,0,0,0,chasser,21,ours_21
lapin,52.994797991161306,100.0,0,0,0,0,explorer,21,lapin_21
lion,98.86069799116137,77.39999999999992,0,0,0,0,chasser,21,lion_21
ours,64.53849799116142,64.39999999999992,0,0,0,0,chasser,21,ours_21
lapin,56.993897991161305,98.39999999999992,0,0,0,0,explorer,21,lapin_21
lapin,58.994797991161306,73.39999999999992,0,0,0,0,explorer,21,lapin_21
lion,69.85619799116137,76.39999999999992,0,0,0,0,chasser,21,lion_21
lapin,46.993897991161305,87.39999999999992,0,0,0,0,explorer,21,lapin_21
lapin,32.99569799116131,78.39999999999992,0,0,0,0,explorer,21,lapin_21
lion,85.83639799116133,56.40000000000006,0,0,0,0,chasser,21,lion_21
lapin,34.993897991161305,73.39999999999992,0,0,0,0,explorer,21,lapin_21
lion,71.85349799116136,74.39999999999992,0,0,0,0,chasser,21,lion_21
lapin,42.994797991161306,99.39999999999992,0,0,0,0,explorer,21,lapin_21
ours,60.47639799116132,66.39999999999992,0,0,0,0,chasser,21,ours_21
ours,88.53759799116142,81.39999999999992,0,0,0,0,chasser,21,ours_21
lapin,40.994797991161306,93.39999999999992,0,0,0,0,explorer,21,lapin_21
lapin,56.994797991161306,74.39999999999992,0,0,0,0,explorer,21,lapin_21
ours,75.82469799116132,75.39999999999992,0,0,0,0,chasser,21,ours_21
lion,74.84809799116135,75.39999999999992,0,0,0,0,chasser,21,lion_21
lion,90.8111979911613,50.40000000000006,0,0,0,0,explorer,21,lion_21
lapin,53.994797991161306,76.39999999999992,0,0,0,0,explorer,21,lapin_21
ours,63.749097991161335,72.39999999999992,0,0,0,0,chasser,21,ours_21
lion,84.85439799116136,73.39999999999992,0,0,0,0,chasser,21,lion_21
lapin,56.993897991161305,72.39999999999992,0,0,0,0,explorer,21,lapin_21
lapin,32.99569799116131,70.39999999999992,0,0,0,0,explorer,21,lapin_21
lion,89.63798668541605,76.65999999999987,0,0,0,0,chasser,34,lion_34
lion,91.74490668541623,63.6600000000001,0,0,0,0,chasser,34,lion_34
lion,83.65580668541608,51.6600000000001,0,0,0,0,chasser,34,lion_34
lion,96.75827168541625,65.65999999999987,0,0,0,0,chasser,34,lion_34
lion,69.75381668541624,52.6600000000001,0,0,0,0,chasser,34,lion_34
lapin,48.98993168541615,92.65999999999987,0,0,0,0,explorer,34,lapin_34
