animal,energie,faim,nourriture,predateurs,pret_reproduction,partenaire_proche,action,time,id_unique
lion,90,76,0,0,0,0,chasser,1,lion_1
lion,92,63,0,0,0,0,chasser,1,lion_1
lion,84,51,0,0,0,0,chasser,1,lion_1
lion,97,65,0,0,0,0,chasser,1,lion_1
lion,70,52,0,0,0,0,chasser,1,lion_1
lapin,49,92,0,0,0,0,explorer,1,lapin_1
lapin,38,87,0,0,0,0,explorer,1,lapin_1
lion,83,76,0,0,0,0,chasser,1,lion_1
ours,60,90,0,0,0,0,chasser,1,ours_1
ours,86,72,0,0,0,0,chasser,1,ours_1
lion,83,71,0,0,0,0,chasser,1,lion_1
lion,99,77,0,0,0,0,chasser,1,lion_1
ours,75,77,0,0,0,0,chasser,1,ours_1
lion,75,76,0,0,0,0,chasser,1,lion_1
lion,78,52,0,0,0,0,chasser,1,lion_1
lion,100,79,0,0,0,0,chasser,1,lion_1
lion,86,76,0,0,0,0,chasser,1,lion_1
lapin,51,74,0,0,0,0,explorer,1,lapin_1
lion,76,54,0,0,0,0,chasser,1,lion_1
ours,68,90,0,0,0,0,chasser,1,ours_1
lapin,40,80,0,0,0,0,explorer,1,lapin_1
lion,86,70,0,0,0,0,chasser,1,lion_1
lion,71,58,0,0,0,0,chasser,1,lion_1
lion,75,76,0,0,0,0,chasser,1,lion_1
ours,65,78,0,0,0,0,chasser,1,ours_1
ours,67,84,0,0,0,0,chasser,1,ours_1
lapin,48,71,0,0,0,0,explorer,1,lapin_1
ours,81,89,0,0,0,0,chasser,1,ours_1
lapin,55,80,0,0,0,0,explorer,1,lapin_1
ours,60,62,0,0,0,0,chasser,1,ours_1
lion,89.98902989955806,76.02,0,0,0,0,chasser,2,lion_2
lion,91.99226989955807,63.02,0,0,0,0,chasser,2,lion_2
lion,83.98956989955806,51.02,0,0,0,0,chasser,2,lion_2
lion,96.99267489955807,65.02,0,0,0,0,chasser,2,lion_2
lion,69.99253989955807,52.02,0,0,0,0,chasser,2,lion_2
lapin,48.999694899558065,92.02,0,0,0,0,explorer,2,lapin_2
lapin,37.999739899558065,87.02,0,0,0,0,explorer,2,lapin_2
lion,82.99078489955807,76.02,0,0,0,0,chasser,2,lion_2
ours,59.98304489955807,90.02,0,0,0,0,chasser,2,ours_2
ours,85.98439489955807,72.02,0,0,0,0,chasser,2,ours_2
lion,82.99258489955807,71.02,0,0,0,0,chasser,2,lion_2
lion,98.99244989955807,77.02,0,0,0,0,chasser,2,lion_2
ours,74.97296489955806,77.02,0,0,0,0,chasser,2,ours_2
lion,74.99195489955807,76.02,0,0,0,0,chasser,2,lion_2
lion,77.98862489955806,52.02,0,0,0,0,chasser,2,lion_2
lion,99.99060489955806,79.02,0,0,0,0,chasser,2,lion_2
lion,85.98857989955806,76.02,0,0,0,0,chasser,2,lion_2
lapin,50.999694899558065,74.02,0,0,0,0,explorer,2,lapin_2
lion,75.98898489955806,54.02,0,0,0,0,chasser,2,lion_2
ours,67.98511489955807,90.02,0,0,0,0,chasser,2,ours_2
lapin,39.999694899558065,80.02,0,0,0,0,explorer,2,lapin_2
lion,85.99028989955806,70.02,0,0,0,0,chasser,2,lion_2
lion,70.99222489955807,58.02,0,0,0,0,chasser,2,lion_2
lion,74.98907489955806,76.02,0,0,0,0,chasser,2,lion_2
ours,64.98790489955806,78.02,0,0,0,0,chasser,2,ours_2
ours,66.99384489955807,84.02,0,0,0,0,chasser,2,ours_2
lapin,47.999694899558065,71.02,0,0,0,0,explorer,2,lapin_2
ours,80.99249489955807,89.02,0,0,0,0,chasser,2,ours_2
lapin,54.999784899558065,80.02,0,0,0,0,explorer,2,lapin_2
ours,59.990064899558064,62.02,0,0,0,0,chasser,2,ours_2
lion,89.97805979911612,76.03999999999999,0,0,0,0,chasser,3,lion_3
lion,91.98453979911613,63.040000000000006,0,0,0,0,chasser,3,lion_3
lion,83.97913979911613,51.040000000000006,0,0,0,0,chasser,3,lion_3
lion,96.98534979911614,65.03999999999999,0,0,0,0,chasser,3,lion_3
lion,69.98507979911614,52.040000000000006,0,0,0,0,chasser,3,lion_3
lapin,48.99938979911613,92.03999999999999,0,0,0,0,explorer,3,lapin_3
lapin,37.99947979911613,87.03999999999999,0,0,0,0,explorer,3,lapin_3
lion,82.98156979911613,76.03999999999999,0,0,0,0,chasser,3,lion_3
ours,59.96608979911613,90.03999999999999,0,0,0,0,chasser,3,ours_3
ours,85.96878979911614,72.03999999999999,0,0,0,0,chasser,3,ours_3
lion,82.98516979911614,71.03999999999999,0,0,0,0,chasser,3,lion_3
lion,98.98489979911614,77.03999999999999,0,0,0,0,chasser,3,lion_3
ours,74.94592979911613,77.03999999999999,0,0,0,0,chasser,3,ours_3
lion,74.98390979911613,76.03999999999999,0,0,0,0,chasser,3,lion_3
lion,77.97724979911612,52.040000000000006,0,0,0,0,chasser,3,lion_3
lion,99.98120979911613,79.03999999999999,0,0,0,0,chasser,3,lion_3
lion,85.97715979911612,76.03999999999999,0,0,0,0,chasser,3,lion_3
lapin,50.99938979911613,74.03999999999999,0,0,0,0,explorer,3,lapin_3
lion,75.97796979911612,54.040000000000006,0,0,0,0,chasser,3,lion_3
ours,67.97022979911614,90.03999999999999,0,0,0,0,chasser,3,ours_3
lapin,39.99938979911613,80.03999999999999,0,0,0,0,explorer,3,lapin_3
lion,85.98057979911613,70.03999999999999,0,0,0,0,chasser,3,lion_3
lion,70.98444979911613,58.040000000000006,0,0,0,0,chasser,3,lion_3
lion,74.97814979911612,76.03999999999999,0,0,0,0,chasser,3,lion_3
ours,64.97580979911612,78.03999999999999,0,0,0,0,chasser,3,ours_3
ours,66.98768979911614,84.03999999999999,0,0,0,0,chasser,3,ours_3
lapin,47.99938979911613,71.03999999999999,0,0,0,0,explorer,3,lapin_3
ours,80.98498979911614,89.03999999999999,0,0,0,0,chasser,3,ours_3
lapin,54.99956979911613,80.03999999999999,0,0,0,0,explorer,3,lapin_3
ours,59.98012979911613,62.040000000000006,0,0,0,0,chasser,3,ours_3
lion,89.96708969867419,76.05999999999999,0,0,0,0,chasser,4,lion_4
lion,91.9768096986742,63.06000000000001,0,0,0,0,chasser,4,lion_4
lion,83.96870969867419,51.06000000000001,0,0,0,0,chasser,4,lion_4
lion,96.9780246986742,65.05999999999999,0,0,0,0,chasser,4,lion_4
lion,69.9776196986742,52.06000000000001,0,0,0,0,chasser,4,lion_4
lapin,48.999084698674196,92.05999999999999,0,0,0,0,explorer,4,lapin_4
lapin,37.999219698674196,87.05999999999999,0,0,0,0,explorer,4,lapin_4
lion,82.9723546986742,76.05999999999999,0,0,0,0,chasser,4,lion_4
ours,59.9491346986742,90.05999999999999,0,0,0,0,chasser,4,ours_4
ours,85.9531846986742,72.05999999999999,0,0,0,0,chasser,4,ours_4
lion,82.9777546986742,71.05999999999999,0,0,0,0,chasser,4,lion_4
lion,98.9773496986742,77.05999999999999,0,0,0,0,chasser,4,lion_4
ours,74.9188946986742,77.05999999999999,0,0,0,0,chasser,4,ours_4
lion,74.9758646986742,76.05999999999999,0,0,0,0,chasser,4,lion_4
lion,77.96587469867418,52.06000000000001,0,0,0,0,chasser,4,lion_4
lion,99.9718146986742,79.05999999999999,0,0,0,0,chasser,4,lion_4
lion,85.96573969867418,76.05999999999999,0,0,0,0,chasser,4,lion_4
lapin,50.999084698674196,74.05999999999999,0,0,0,0,explorer,4,lapin_4
lion,75.96695469867419,54.06000000000001,0,0,0,0,chasser,4,lion_4
ours,67.95534469867421,90.05999999999999,0,0,0,0,chasser,4,ours_4
lapin,39.999084698674196,80.05999999999999,0,0,0,0,explorer,4,lapin_4
lion,85.97086969867419,70.05999999999999,0,0,0,0,chasser,4,lion_4
lion,70.9766746986742,58.06000000000001,0,0,0,0,chasser,4,lion_4
lion,74.96722469867419,76.05999999999999,0,0,0,0,chasser,4,lion_4
ours,64.96371469867418,78.05999999999999,0,0,0,0,chasser,4,ours_4
ours,66.98153469867421,84.05999999999999,0,0,0,0,chasser,4,ours_4
lapin,47.999084698674196,71.05999999999999,0,0,0,0,explorer,4,lapin_4
ours,80.9774846986742,89.05999999999999,0,0,0,0,chasser,4,ours_4
lapin,54.999354698674196,80.05999999999999,0,0,0,0,explorer,4,lapin_4
ours,59.97019469867419,62.06000000000001,0,0,0,0,chasser,4,ours_4
lion,89.95611959823225,76.07999999999998,0,0,0,0,chasser,5,lion_5
lion,91.96907959823227,63.08000000000001,0,0,0,0,chasser,5,lion_5
lion,83.95827959823225,51.08000000000001,0,0,0,0,chasser,5,lion_5
lion,96.97069959823227,65.07999999999998,0,0,0,0,chasser,5,lion_5
lion,69.97015959823227,52.08000000000001,0,0,0,0,chasser,5,lion_5
lapin,48.99877959823226,92.07999999999998,0,0,0,0,explorer,5,lapin_5
lapin,37.99895959823226,87.07999999999998,0,0,0,0,explorer,5,lapin_5
lion,82.96313959823226,76.07999999999998,0,0,0,0,chasser,5,lion_5
ours,59.93217959823227,90.07999999999998,0,0,0,0,chasser,5,ours_5
ours,85.93757959823228,72.07999999999998,0,0,0,0,chasser,5,ours_5
lion,82.97033959823227,71.07999999999998,0,0,0,0,chasser,5,lion_5
lion,98.96979959823227,77.07999999999998,0,0,0,0,chasser,5,lion_5
ours,74.89185959823226,77.07999999999998,0,0,0,0,chasser,5,ours_5
lion,74.96781959823227,76.07999999999998,0,0,0,0,chasser,5,lion_5
lion,77.95449959823225,52.08000000000001,0,0,0,0,chasser,5,lion_5
lion,99.96241959823226,79.07999999999998,0,0,0,0,chasser,5,lion_5
lion,85.95431959823225,76.07999999999998,0,0,0,0,chasser,5,lion_5
lapin,50.99877959823226,74.07999999999998,0,0,0,0,explorer,5,lapin_5
lion,75.95593959823225,54.08000000000001,0,0,0,0,chasser,5,lion_5
ours,67.94045959823228,90.07999999999998,0,0,0,0,chasser,5,ours_5
lapin,39.99877959823226,80.07999999999998,0,0,0,0,explorer,5,lapin_5
lion,85.96115959823226,70.07999999999998,0,0,0,0,chasser,5,lion_5
lion,70.96889959823227,58.08000000000001,0,0,0,0,chasser,5,lion_5
lion,74.95629959823225,76.07999999999998,0,0,0,0,chasser,5,lion_5
ours,64.95161959823224,78.07999999999998,0,0,0,0,chasser,5,ours_5
ours,66.97537959823228,84.07999999999998,0,0,0,0,chasser,5,ours_5
lapin,47.99877959823226,71.07999999999998,0,0,0,0,explorer,5,lapin_5
ours,80.96997959823227,89.07999999999998,0,0,0,0,chasser,5,ours_5
lapin,54.99913959823226,80.07999999999998,0,0,0,0,explorer,5,lapin_5
ours,59.960259598232255,62.08000000000001,0,0,0,0,chasser,5,ours_5
lion,89.94514949779031,76.09999999999998,0,0,0,0,chasser,6,lion_6
lion,91.96134949779034,63.100000000000016,0,0,0,0,chasser,6,lion_6
lion,83.94784949779032,51.100000000000016,0,0,0,0,chasser,6,lion_6
lion,96.96337449779034,65.09999999999998,0,0,0,0,chasser,6,lion_6
lion,69.96269949779034,52.100000000000016,0,0,0,0,chasser,6,lion_6
lapin,48.998474497790326,92.09999999999998,0,0,0,0,explorer,6,lapin_6
lapin,37.99869949779033,87.09999999999998,0,0,0,0,explorer,6,lapin_6
lion,82.95392449779033,76.09999999999998,0,0,0,0,chasser,6,lion_6
ours,59.915224497790334,90.09999999999998,0,0,0,0,chasser,6,ours_6
ours,85.92197449779034,72.09999999999998,0,0,0,0,chasser,6,ours_6
lion,82.96292449779034,71.09999999999998,0,0,0,0,chasser,6,lion_6
lion,98.96224949779034,77.09999999999998,0,0,0,0,chasser,6,lion_6
ours,74.86482449779032,77.09999999999998,0,0,0,0,chasser,6,ours_6
lion,74.95977449779033,76.09999999999998,0,0,0,0,chasser,6,lion_6
lion,77.94312449779031,52.100000000000016,0,0,0,0,chasser,6,lion_6
lion,99.95302449779032,79.09999999999998,0,0,0,0,chasser,6,lion_6
lion,85.94289949779031,76.09999999999998,0,0,0,0,chasser,6,lion_6
lapin,50.998474497790326,74.09999999999998,0,0,0,0,explorer,6,lapin_6
lion,75.94492449779031,54.100000000000016,0,0,0,0,chasser,6,lion_6
ours,67.92557449779035,90.09999999999998,0,0,0,0,chasser,6,ours_6
lapin,39.998474497790326,80.09999999999998,0,0,0,0,explorer,6,lapin_6
lion,85.95144949779032,70.09999999999998,0,0,0,0,chasser,6,lion_6
lion,70.96112449779034,58.100000000000016,0,0,0,0,chasser,6,lion_6
lion,74.94537449779031,76.09999999999998,0,0,0,0,chasser,6,lion_6
ours,64.9395244977903,78.09999999999998,0,0,0,0,chasser,6,ours_6
ours,66.96922449779035,84.09999999999998,0,0,0,0,chasser,6,ours_6
lapin,47.998474497790326,71.09999999999998,0,0,0,0,explorer,6,lapin_6
ours,80.96247449779034,89.09999999999998,0,0,0,0,chasser,6,ours_6
lapin,54.99892449779033,80.09999999999998,0,0,0,0,explorer,6,lapin_6
ours,59.95032449779032,62.100000000000016,0,0,0,0,chasser,6,ours_6
lion,89.93417939734837,76.11999999999998,0,0,0,0,chasser,7,lion_7
lion,91.9536193973484,63.12000000000002,0,0,0,0,chasser,7,lion_7
lion,83.93741939734838,51.12000000000002,0,0,0,0,chasser,7,lion_7
lion,96.95604939734841,65.11999999999998,0,0,0,0,chasser,7,lion_7
lion,69.95523939734841,52.12000000000002,0,0,0,0,chasser,7,lion_7
lapin,48.99816939734839,92.11999999999998,0,0,0,0,explorer,7,lapin_7
lapin,37.99843939734839,87.11999999999998,0,0,0,0,explorer,7,lapin_7
lion,82.94470939734839,76.11999999999998,0,0,0,0,chasser,7,lion_7
ours,59.8982693973484,90.11999999999998,0,0,0,0,chasser,7,ours_7
ours,85.90636939734841,72.11999999999998,0,0,0,0,chasser,7,ours_7
lion,82.95550939734841,71.11999999999998,0,0,0,0,chasser,7,lion_7
lion,98.9546993973484,77.11999999999998,0,0,0,0,chasser,7,lion_7
ours,74.83778939734839,77.11999999999998,0,0,0,0,chasser,7,ours_7
lion,74.9517293973484,76.11999999999998,0,0,0,0,chasser,7,lion_7
lion,77.93174939734837,52.12000000000002,0,0,0,0,chasser,7,lion_7
lion,99.94362939734839,79.11999999999998,0,0,0,0,chasser,7,lion_7
lion,85.93147939734837,76.11999999999998,0,0,0,0,chasser,7,lion_7
lapin,50.99816939734839,74.11999999999998,0,0,0,0,explorer,7,lapin_7
lion,75.93390939734837,54.12000000000002,0,0,0,0,chasser,7,lion_7
ours,67.91068939734842,90.11999999999998,0,0,0,0,chasser,7,ours_7
lapin,39.99816939734839,80.11999999999998,0,0,0,0,explorer,7,lapin_7
lion,85.94173939734839,70.11999999999998,0,0,0,0,chasser,7,lion_7
lion,70.9533493973484,58.12000000000002,0,0,0,0,chasser,7,lion_7
lion,74.93444939734837,76.11999999999998,0,0,0,0,chasser,7,lion_7
ours,64.92742939734836,78.11999999999998,0,0,0,0,chasser,7,ours_7
ours,66.96306939734842,84.11999999999998,0,0,0,0,chasser,7,ours_7
lapin,47.99816939734839,71.11999999999998,0,0,0,0,explorer,7,lapin_7
ours,80.9549693973484,89.11999999999998,0,0,0,0,chasser,7,ours_7
lapin,54.99870939734839,80.11999999999998,0,0,0,0,explorer,7,lapin_7
ours,59.94038939734838,62.12000000000002,0,0,0,0,chasser,7,ours_7
lion,89.92320929690644,76.13999999999997,0,0,0,0,chasser,8,lion_8
lion,91.94588929690647,63.14000000000002,0,0,0,0,chasser,8,lion_8
lion,83.92698929690644,51.14000000000002,0,0,0,0,chasser,8,lion_8
lion,96.94872429690648,65.13999999999997,0,0,0,0,chasser,8,lion_8
lion,69.94777929690648,52.14000000000002,0,0,0,0,chasser,8,lion_8
lapin,48.99786429690646,92.13999999999997,0,0,0,0,explorer,8,lapin_8
lapin,37.99817929690646,87.13999999999997,0,0,0,0,explorer,8,lapin_8
lion,82.93549429690646,76.13999999999997,0,0,0,0,chasser,8,lion_8
ours,59.88131429690647,90.13999999999997,0,0,0,0,chasser,8,ours_8
ours,85.89076429690648,72.13999999999997,0,0,0,0,chasser,8,ours_8
lion,82.94809429690648,71.13999999999997,0,0,0,0,chasser,8,lion_8
lion,98.94714929690647,77.13999999999997,0,0,0,0,chasser,8,lion_8
ours,74.81075429690645,77.13999999999997,0,0,0,0,chasser,8,ours_8
lion,74.94368429690647,76.13999999999997,0,0,0,0,chasser,8,lion_8
lion,77.92037429690643,52.14000000000002,0,0,0,0,chasser,8,lion_8
lion,99.93423429690645,79.13999999999997,0,0,0,0,chasser,8,lion_8
lion,85.92005929690643,76.13999999999997,0,0,0,0,chasser,8,lion_8
lapin,50.99786429690646,74.13999999999997,0,0,0,0,explorer,8,lapin_8
lion,75.92289429690643,54.14000000000002,0,0,0,0,chasser,8,lion_8
ours,67.89580429690649,90.13999999999997,0,0,0,0,chasser,8,ours_8
lapin,39.99786429690646,80.13999999999997,0,0,0,0,explorer,8,lapin_8
lion,85.93202929690645,70.13999999999997,0,0,0,0,chasser,8,lion_8
lion,70.94557429690647,58.14000000000002,0,0,0,0,chasser,8,lion_8
lion,74.92352429690644,76.13999999999997,0,0,0,0,chasser,8,lion_8
ours,64.91533429690642,78.13999999999997,0,0,0,0,chasser,8,ours_8
ours,66.95691429690649,84.13999999999997,0,0,0,0,chasser,8,ours_8
lapin,47.99786429690646,71.13999999999997,0,0,0,0,explorer,8,lapin_8
ours,80.94746429690647,89.13999999999997,0,0,0,0,chasser,8,ours_8
lapin,54.99849429690646,80.13999999999997,0,0,0,0,explorer,8,lapin_8
ours,59.93045429690645,62.14000000000002,0,0,0,0,chasser,8,ours_8
lion,89.9122391964645,76.15999999999997,0,0,0,0,chasser,9,lion_9
lion,91.93815919646454,63.160000000000025,0,0,0,0,chasser,9,lion_9
lion,83.9165591964645,51.160000000000025,0,0,0,0,chasser,9,lion_9
lion,96.94139919646454,65.15999999999997,0,0,0,0,chasser,9,lion_9
lion,69.94031919646454,52.160000000000025,0,0,0,0,chasser,9,lion_9
lapin,48.99755919646452,92.15999999999997,0,0,0,0,explorer,9,lapin_9
lapin,37.99791919646452,87.15999999999997,0,0,0,0,explorer,9,lapin_9
lion,82.92627919646452,76.15999999999997,0,0,0,0,chasser,9,lion_9
ours,59.864359196464534,90.15999999999997,0,0,0,0,chasser,9,ours_9
ours,85.87515919646455,72.15999999999997,0,0,0,0,chasser,9,ours_9
lion,82.94067919646454,71.15999999999997,0,0,0,0,chasser,9,lion_9
lion,98.93959919646454,77.15999999999997,0,0,0,0,chasser,9,lion_9
ours,74.78371919646452,77.15999999999997,0,0,0,0,chasser,9,ours_9
lion,74.93563919646454,76.15999999999997,0,0,0,0,chasser,9,lion_9
lion,77.90899919646449,52.160000000000025,0,0,0,0,chasser,9,lion_9
lion,99.92483919646452,79.15999999999997,0,0,0,0,chasser,9,lion_9
lion,85.90863919646449,76.15999999999997,0,0,0,0,chasser,9,lion_9
lapin,50.99755919646452,74.15999999999997,0,0,0,0,explorer,9,lapin_9
lion,75.9118791964645,54.160000000000025,0,0,0,0,chasser,9,lion_9
ours,67.88091919646456,90.15999999999997,0,0,0,0,chasser,9,ours_9
lapin,39.99755919646452,80.15999999999997,0,0,0,0,explorer,9,lapin_9
lion,85.92231919646451,70.15999999999997,0,0,0,0,chasser,9,lion_9
lion,70.93779919646454,58.160000000000025,0,0,0,0,chasser,9,lion_9
lion,74.9125991964645,76.15999999999997,0,0,0,0,chasser,9,lion_9
ours,64.90323919646448,78.15999999999997,0,0,0,0,chasser,9,ours_9
ours,66.95075919646456,84.15999999999997,0,0,0,0,chasser,9,ours_9
lapin,47.99755919646452,71.15999999999997,0,0,0,0,explorer,9,lapin_9
ours,80.93995919646454,89.15999999999997,0,0,0,0,chasser,9,ours_9
lapin,54.99827919646452,80.15999999999997,0,0,0,0,explorer,9,lapin_9
ours,59.92051919646451,62.160000000000025,0,0,0,0,chasser,9,ours_9
lion,89.90126909602256,76.17999999999996,0,0,0,0,chasser,10,lion_10
lion,91.9304290960226,63.18000000000003,0,0,0,0,chasser,10,lion_10
lion,83.90612909602257,51.18000000000003,0,0,0,0,chasser,10,lion_10
lion,96.93407409602261,65.17999999999996,0,0,0,0,chasser,10,lion_10
lion,69.93285909602261,52.18000000000003,0,0,0,0,chasser,10,lion_10
lapin,48.99725409602259,92.17999999999996,0,0,0,0,explorer,10,lapin_10
lapin,37.99765909602259,87.17999999999996,0,0,0,0,explorer,10,lapin_10
lion,82.91706409602259,76.17999999999996,0,0,0,0,chasser,10,lion_10
ours,59.8474040960226,90.17999999999996,0,0,0,0,chasser,10,ours_10
ours,85.85955409602262,72.17999999999996,0,0,0,0,chasser,10,ours_10
lion,82.93326409602261,71.17999999999996,0,0,0,0,chasser,10,lion_10
lion,98.93204909602261,77.17999999999996,0,0,0,0,chasser,10,lion_10
ours,74.75668409602258,77.17999999999996,0,0,0,0,chasser,10,ours_10
lion,74.9275940960226,76.17999999999996,0,0,0,0,chasser,10,lion_10
lion,77.89762409602255,52.18000000000003,0,0,0,0,chasser,10,lion_10
lion,99.91544409602258,79.17999999999996,0,0,0,0,chasser,10,lion_10
lion,85.89721909602255,76.17999999999996,0,0,0,0,chasser,10,lion_10
lapin,50.99725409602259,74.17999999999996,0,0,0,0,explorer,10,lapin_10
lion,75.90086409602256,54.18000000000003,0,0,0,0,chasser,10,lion_10
ours,67.86603409602263,90.17999999999996,0,0,0,0,chasser,10,ours_10
lapin,39.99725409602259,80.17999999999996,0,0,0,0,explorer,10,lapin_10
lion,85.91260909602258,70.17999999999996,0,0,0,0,chasser,10,lion_10
lion,70.9300240960226,58.18000000000003,0,0,0,0,chasser,10,lion_10
lion,74.90167409602256,76.17999999999996,0,0,0,0,chasser,10,lion_10
ours,64.89114409602254,78.17999999999996,0,0,0,0,chasser,10,ours_10
ours,66.94460409602263,84.17999999999996,0,0,0,0,chasser,10,ours_10
lapin,47.99725409602259,71.17999999999996,0,0,0,0,explorer,10,lapin_10
ours,80.93245409602261,89.17999999999996,0,0,0,0,chasser,10,ours_10
lapin,54.99806409602259,80.17999999999996,0,0,0,0,explorer,10,lapin_10
ours,59.910584096022575,62.18000000000003,0,0,0,0,chasser,10,ours_10
lion,89.89029899558062,76.19999999999996,0,0,0,0,chasser,11,lion_11
lion,91.92269899558067,63.20000000000003,0,0,0,0,chasser,11,lion_11
lion,83.89569899558063,51.20000000000003,0,0,0,0,chasser,11,lion_11
lion,96.92674899558068,65.19999999999996,0,0,0,0,chasser,11,lion_11
lion,69.92539899558068,52.20000000000003,0,0,0,0,chasser,11,lion_11
lapin,48.99694899558065,92.19999999999996,0,0,0,0,explorer,11,lapin_11
lapin,37.99739899558065,87.19999999999996,0,0,0,0,explorer,11,lapin_11
lion,82.90784899558065,76.19999999999996,0,0,0,0,chasser,11,lion_11
ours,59.83044899558067,90.19999999999996,0,0,0,0,chasser,11,ours_11
ours,85.84394899558069,72.19999999999996,0,0,0,0,chasser,11,ours_11
lion,82.92584899558068,71.19999999999996,0,0,0,0,chasser,11,lion_11
lion,98.92449899558068,77.19999999999996,0,0,0,0,chasser,11,lion_11
ours,74.72964899558065,77.19999999999996,0,0,0,0,chasser,11,ours_11
lion,74.91954899558067,76.19999999999996,0,0,0,0,chasser,11,lion_11
lion,77.88624899558062,52.20000000000003,0,0,0,0,chasser,11,lion_11
lion,99.90604899558065,79.19999999999996,0,0,0,0,chasser,11,lion_11
lion,85.88579899558061,76.19999999999996,0,0,0,0,chasser,11,lion_11
lapin,50.99694899558065,74.19999999999996,0,0,0,0,explorer,11,lapin_11
lion,75.88984899558062,54.20000000000003,0,0,0,0,chasser,11,lion_11
ours,67.8511489955807,90.19999999999996,0,0,0,0,chasser,11,ours_11
lapin,39.99694899558065,80.19999999999996,0,0,0,0,explorer,11,lapin_11
lion,85.90289899558064,70.19999999999996,0,0,0,0,chasser,11,lion_11
lion,70.92224899558067,58.20000000000003,0,0,0,0,chasser,11,lion_11
lion,74.89074899558062,76.19999999999996,0,0,0,0,chasser,11,lion_11
ours,64.8790489955806,78.19999999999996,0,0,0,0,chasser,11,ours_11
ours,66.9384489955807,84.19999999999996,0,0,0,0,chasser,11,ours_11
lapin,47.99694899558065,71.19999999999996,0,0,0,0,explorer,11,lapin_11
ours,80.92494899558068,89.19999999999996,0,0,0,0,chasser,11,ours_11
lapin,54.997848995580654,80.19999999999996,0,0,0,0,explorer,11,lapin_11
ours,59.90064899558064,62.20000000000003,0,0,0,0,chasser,11,ours_11
lion,89.87932889513868,76.21999999999996,0,0,0,0,chasser,12,lion_12
lion,91.91496889513874,63.220000000000034,0,0,0,0,chasser,12,lion_12
lion,83.8852688951387,51.220000000000034,0,0,0,0,chasser,12,lion_12
lion,96.91942389513875,65.21999999999996,0,0,0,0,chasser,12,lion_12
lion,69.91793889513875,52.220000000000034,0,0,0,0,chasser,12,lion_12
lapin,48.99664389513872,92.21999999999996,0,0,0,0,explorer,12,lapin_12
lapin,37.99713889513872,87.21999999999996,0,0,0,0,explorer,12,lapin_12
lion,82.89863389513872,76.21999999999996,0,0,0,0,chasser,12,lion_12
ours,59.813493895138734,90.21999999999996,0,0,0,0,chasser,12,ours_12
ours,85.82834389513876,72.21999999999996,0,0,0,0,chasser,12,ours_12
lion,82.91843389513875,71.21999999999996,0,0,0,0,chasser,12,lion_12
lion,98.91694889513875,77.21999999999996,0,0,0,0,chasser,12,lion_12
ours,74.70261389513871,77.21999999999996,0,0,0,0,chasser,12,ours_12
lion,74.91150389513874,76.21999999999996,0,0,0,0,chasser,12,lion_12
lion,77.87487389513868,52.220000000000034,0,0,0,0,chasser,12,lion_12
lion,99.89665389513871,79.21999999999996,0,0,0,0,chasser,12,lion_12
lion,85.87437889513868,76.21999999999996,0,0,0,0,chasser,12,lion_12
lapin,50.99664389513872,74.21999999999996,0,0,0,0,explorer,12,lapin_12
lion,75.87883389513868,54.220000000000034,0,0,0,0,chasser,12,lion_12
ours,67.83626389513877,90.21999999999996,0,0,0,0,chasser,12,ours_12
lapin,39.99664389513872,80.21999999999996,0,0,0,0,explorer,12,lapin_12
lion,85.8931888951387,70.21999999999996,0,0,0,0,chasser,12,lion_12
lion,70.91447389513874,58.220000000000034,0,0,0,0,chasser,12,lion_12
lion,74.87982389513868,76.21999999999996,0,0,0,0,chasser,12,lion_12
ours,64.86695389513866,78.21999999999996,0,0,0,0,chasser,12,ours_12
ours,66.93229389513877,84.21999999999996,0,0,0,0,chasser,12,ours_12
lapin,47.99664389513872,71.21999999999996,0,0,0,0,explorer,12,lapin_12
ours,80.91744389513875,89.21999999999996,0,0,0,0,chasser,12,ours_12
lapin,54.99763389513872,80.21999999999996,0,0,0,0,explorer,12,lapin_12
ours,59.8907138951387,62.220000000000034,0,0,0,0,chasser,12,ours_12
lion,89.86835879469675,76.23999999999995,0,0,0,0,chasser,13,lion_13
lion,91.90723879469681,63.24000000000004,0,0,0,0,chasser,13,lion_13
lion,83.87483879469676,51.24000000000004,0,0,0,0,chasser,13,lion_13
lion,96.91209879469682,65.23999999999995,0,0,0,0,chasser,13,lion_13
lion,69.91047879469681,52.24000000000004,0,0,0,0,chasser,13,lion_13
lapin,48.99633879469678,92.23999999999995,0,0,0,0,explorer,13,lapin_13
lapin,37.996878794696784,87.23999999999995,0,0,0,0,explorer,13,lapin_13
lion,82.88941879469678,76.23999999999995,0,0,0,0,chasser,13,lion_13
ours,59.7965387946968,90.23999999999995,0,0,0,0,chasser,13,ours_13
ours,85.81273879469683,72.23999999999995,0,0,0,0,chasser,13,ours_13
lion,82.91101879469682,71.23999999999995,0,0,0,0,chasser,13,lion_13
lion,98.90939879469681,77.23999999999995,0,0,0,0,chasser,13,lion_13
ours,74.67557879469678,77.23999999999995,0,0,0,0,chasser,13,ours_13
lion,74.9034587946968,76.23999999999995,0,0,0,0,chasser,13,lion_13
lion,77.86349879469674,52.24000000000004,0,0,0,0,chasser,13,lion_13
lion,99.88725879469678,79.23999999999995,0,0,0,0,chasser,13,lion_13
